ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
166936,2011/12/27 00:00:00.000000000,4001 NICHOLASVILLE RD                             ,                                                  ,SIGNS                                             ,4000,PIER 1 IMPORTS                                    ,FASTSIGNS                                         ,4001 NICHOLASVILLE RD,,,,,,,,,,4,json,4001 NICHOLASVILLE RD LEXINGTON KY
187165,2015/01/20 00:00:00.000000000,306 N ASHLAND AVE                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,BREAKOUT GAMES                                    ,BREAKOUT GAMES                                    ,306 N ASHLAND AVE,,,,,,,,,,4,json,306 N ASHLAND AVE LEXINGTON KY
183169,2014/06/03 00:00:00.000000000,197 OLD WOOLEN MILL LN                            ,                                                  ,"FENCE, RESIDENTIAL                                ",700,ANDERSON HOMES FOR RENT LLC                       ,RIO GRANDE FENCE CO INC                           ,197 OLD WOOLEN MILL LN,,,,,,,,,,4,json,197 OLD WOOLEN MILL LN LEXINGTON KY
185436,2014/09/26 00:00:00.000000000,3279 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3279 ALCOTT PL,,,,,,,,,,4,json,3279 ALCOTT PL LEXINGTON KY
187451,2015/02/09 00:00:00.000000000,3020 OLD TODDS RD                                 ,                                                  ,TENANT FIT-UP                                     ,500000,ITT EDUCATIONAL SERVICES                          ,SAWYER-ELDER CONSTRUCTION LLC                     ,3020 OLD TODDS RD,,,,,,,,,,4,json,3020 OLD TODDS RD LEXINGTON KY
165078,2011/08/16 00:00:00.000000000,980 NANDINO BLVD                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,WEBB COMPANY                                      ,MULLIS INC                                        ,980 NANDINO BLVD,,,,,,,,,,4,json,980 NANDINO BLVD LEXINGTON KY
173929,2013/01/18 00:00:00.000000000,4391 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC                                   ",STIVERS HVAC INC                                  ,4391 EVANGELINE LN,,,,,,,,,,4,json,4391 EVANGELINE LN LEXINGTON KY
172887,2012/11/16 00:00:00.000000000,115 N LOCUST HILL DR                              ,STE 106                                           ,SIGNS                                             ,2000,GAMES WORKSHOP                                    ,SMITHERS SIGN CO INC                              ,115 N LOCUST HILL DR,,,,,,,,,,4,json,115 N LOCUST HILL DR LEXINGTON KY
186040,2014/10/29 00:00:00.000000000,3292 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,3292 ALCOTT PL,,,,,,,,,,4,json,3292 ALCOTT PL LEXINGTON KY
166120,2011/10/26 00:00:00.000000000,1676 MCGRATHIANA PKWY                             ,                                                  ,"GRADING, COMMERCIAL                               ",0,COMMONWEALTH OF KENTUCKY                          ,WOODALL CONSTRUCTION CO INC                       ,1676 MCGRATHIANA PKWY,,,,,,,,,,4,json,1676 MCGRATHIANA PKWY LEXINGTON KY
171135,2012/10/31 00:00:00.000000000,162 N ASHLAND AVE                                 ,                                                  ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,200000,CHILDRENS ADVOCACY CENTER OF THE BLUEGRASS        ,NOBLE CONTRACTING GROUP                           ,162 N ASHLAND AVE,,,,,,,,,,4,json,162 N ASHLAND AVE LEXINGTON KY
185290,2014/09/18 00:00:00.000000000,109 WALTON AVE                                    ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,FRANKLIN HOOPES                                   ,COLEMAN SMITH INC                                 ,109 WALTON AVE,,,,,,,,,,4,json,109 WALTON AVE LEXINGTON KY
186624,2014/12/05 00:00:00.000000000,438 S ASHLAND AVE                                 ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,ASHLAND GRILLE                                    ,ASHLAND GRILLE                                    ,438 S ASHLAND AVE,,,,,,,,,,4,json,438 S ASHLAND AVE LEXINGTON KY
183770,2014/06/30 00:00:00.000000000,1647 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,1647 WHARTON WAY,,,,,,,,,,4,json,1647 WHARTON WAY LEXINGTON KY
184915,2014/08/27 00:00:00.000000000,275 MEIJER WAY                                    ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",4517,MSJ LEXINGTON                                     ,FAYETTE HEATING & AIR CONDITIONING                ,275 MEIJER WAY,,,,,,,,,,4,json,275 MEIJER WAY LEXINGTON KY
162834,2011/04/01 00:00:00.000000000,714 HENRY CLAY BLVD                               ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,STEVE SNOWDEN                                     ,AIR TECH INC                                      ,714 HENRY CLAY BLVD,,,,,,,,,,4,json,714 HENRY CLAY BLVD LEXINGTON KY
162585,2011/04/08 00:00:00.000000000,103 PROSPEROUS PL                                 ,                                                  ,CO-LOCATE TOWER                                   ,5000,AT&T/RETEL BROKERAGE SERVICES                     ,BPI INC                                           ,103 PROSPEROUS PL,,,,,,,,,,4,json,103 PROSPEROUS PL LEXINGTON KY
185164,2014/09/15 00:00:00.000000000,4371 OLD HARRODSBURG RD                           ,STE 150                                           ,SIGNS                                             ,1850,SHELTER INSURANCE                                 ,POPEYE SIGN COMPANY INC                           ,4371 OLD HARRODSBURG RD,,,,,,,,,,4,json,4371 OLD HARRODSBURG RD LEXINGTON KY
178752,2013/09/20 00:00:00.000000000,3490 RICHMOND RD                                  ,                                                  ,SIGNS                                             ,25500,ADVANCE AUTO PARTS                                ,U S A SIGNS LLC                                   ,3490 RICHMOND RD,,,,,,,,,,4,json,3490 RICHMOND RD LEXINGTON KY
168390,2012/03/30 00:00:00.000000000,905 S LIMESTONE                                   ,                                                  ,ZONING COMPLIANCE PERMIT                          ,0,LOGO XPRESS                                       ,LOGO XPRESS                                       ,905 S LIMESTONE,,,,,,,,,,4,json,905 S LIMESTONE LEXINGTON KY
184205,2014/07/22 00:00:00.000000000,4190 BRIDGE WATER WAY                             ,STE 102                                           ,RESIDENTIAL DETACHED GARAGE                       ,5000,ANDERSON BRIDGEWATER LLC                          ,HARMONY HOME BUILDERS LLC                         ,4190 BRIDGE WATER WAY,,,,,,,,,,4,json,4190 BRIDGE WATER WAY LEXINGTON KY
183730,2014/07/01 00:00:00.000000000,496 E HIGH ST                                     ,                                                  ,SIGNS                                             ,7000,CHATHAMS RESTAURANT/CHARLES PATTERSON             ,SOUTHERN TENT & AWNING CO                         ,496 E HIGH ST,,,,,,,,,,4,json,496 E HIGH ST LEXINGTON KY
173302,2012/12/03 00:00:00.000000000,4372 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4372 EVANGELINE LN,,,,,,,,,,4,json,4372 EVANGELINE LN LEXINGTON KY
179920,2013/11/25 00:00:00.000000000,128 E NEW CIRCLE RD                               ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",20000,GIOVONNI'S                                        ,COLLINS FIRE PROTECTION                           ,128 E NEW CIRCLE RD,,,,,,,,,,4,json,128 E NEW CIRCLE RD LEXINGTON KY
173843,2013/01/15 00:00:00.000000000,1780 NICHOLASVILLE RD                             ,102                                               ,REMOD. GEN. BUSINESS OFFICE/BLDG.                 ,25000,CENTRAL BAPTIST HOSPITAL                          ,JARBOE CONSTRUCTION INC                           ,1780 NICHOLASVILLE RD,,,,,,,,,,4,json,1780 NICHOLASVILLE RD LEXINGTON KY
172369,2012/10/09 00:00:00.000000000,1850 MERCER RD                                    ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,AMAZON.COM                                        ,IVEY MECHANICAL COMPANY LLC                       ,1850 MERCER RD,,,,,,,,,,4,json,1850 MERCER RD LEXINGTON KY
177215,2013/07/08 00:00:00.000000000,6784 OLD RICHMOND RD                              ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",4500,JOHN MCCORD                                       ,M C M DEMOLITION INC                              ,6784 OLD RICHMOND RD,,,,,,,,,,4,json,6784 OLD RICHMOND RD LEXINGTON KY
163913,2011/06/07 00:00:00.000000000,752-754 LIBERTY RIDGE LN                          ,                                                  ,DUPLEX                                            ,160000,LIBERTY RIDGE SENIOR LIVING                       ,HARGETT CORPORATION                               ,752 LIBERTY RIDGE LN,,,,,,,,,,4,json,752 LIBERTY RIDGE LN LEXINGTON KY
168845,2012/04/24 00:00:00.000000000,250 WALTON AVE                                    ,STE: 110                                          ,"MECHANICAL COMM. $10,001-$25,000                  ",0,WALKER PROPERTIES                                 ,BREWERS H V A C                                   ,250 WALTON AVE,,,,,,,,,,4,json,250 WALTON AVE LEXINGTON KY
187537,2015/02/20 00:00:00.000000000,3090 TODDS RD                                     ,                                                  ,SIGNS                                             ,3965,COCKTAILS BAR & GRILL                             ,ROYER SIGN SHOPS INC                              ,3090 TODDS RD,,,,,,,,,,4,json,3090 TODDS RD LEXINGTON KY
172675,2012/10/24 00:00:00.000000000,1102 STILLWELL AVE                                ,                                                  ,"SINGLE FAMILY RES, 1500 SQ.FT. OR LESS            ",80000,HARMONY HOMES                                     ,HARMONY HOME BUILDERS LLC                         ,1102 STILLWELL AVE,,,,,,,,,,4,json,1102 STILLWELL AVE LEXINGTON KY
180833,2014/01/28 00:00:00.000000000,1060 CHINOE RD                                    ,STE 104                                           ,REMODELING RESTAURANT                             ,407000,SHAKESPEARE & CO RESTAURANT                       ,"HAYDEN COMPANY INC, THE                           ",1060 CHINOE RD,,,,,,,,,,4,json,1060 CHINOE RD LEXINGTON KY
182519,2014/05/07 00:00:00.000000000,256 OLD WOOLEN MILL LN                            ,                                                  ,GRADING RESIDENTIAL                               ,0,HARMONY HOME BUILERS                              ,HARMONY HOME BUILDERS LLC                         ,256 OLD WOOLEN MILL LN,,,,,,,,,,4,json,256 OLD WOOLEN MILL LN LEXINGTON KY
