CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
16800341,2013,341 SCOTT ST,2013/07/29 00:00:00.000000000,Housing,Invalid Complaint,2013/08/12 00:00:00.000000000,Y,341 SCOTT ST,,,,,
07840125,2013,125 GEORGETOWN ST,2013/08/08 00:00:00.000000000,Housing,Invalid Complaint,2013/08/12 00:00:00.000000000,Y,125 GEORGETOWN ST,,,,,
05941127,2013,1127 DUNBARTON LN,2013/08/12 00:00:00.000000000,Housing,Invalid Complaint,2013/08/16 00:00:00.000000000,Y,1127 DUNBARTON LN,,,,,
14680219#1207,2013,219 PATCHEN DR #1207,2013/08/13 00:00:00.000000000,Housing,Invalid Complaint,2013/08/21 00:00:00.000000000,Y,219 PATCHEN DR,,,,,
09380730#12-3,2013,730 HILL RISE CT #12,2013/08/13 00:00:00.000000000,Housing,Invalid Complaint,2013/08/14 00:00:00.000000000,Y,730 HILL RISE CT,,,,,
12300145#312B-2,2013,145 MALABU DR #312B,2013/08/23 00:00:00.000000000,Housing,Invalid Complaint,2013/08/27 00:00:00.000000000,Y,145 MALABU DR,,,,,
12300145,2013,145 MALABU DR,2013/08/26 00:00:00.000000000,Housing,Invalid Complaint,2013/08/27 00:00:00.000000000,Y,145 MALABU DR,,,,,
09391696#6-2,2013,1696 HILL RISE DR #6,2013/08/26 00:00:00.000000000,Housing,Invalid Complaint,2013/08/28 00:00:00.000000000,Y,1696 HILL RISE DR,,,,,
12300145EXT,2013,145 MALABU DR,2013/08/26 00:00:00.000000000,Housing,Invalid Complaint,2013/09/03 00:00:00.000000000,Y,145 MALABU DR,,,,,
14120803#1,2013,803 OAK HILL DR #1,2013/08/29 00:00:00.000000000,Housing,Invalid Complaint,2013/08/29 00:00:00.000000000,Y,803 OAK HILL DR,,,,,
12300145-2,2013,145 MALABU DR,2013/09/05 00:00:00.000000000,Housing,Invalid Complaint,2013/09/05 00:00:00.000000000,Y,145 MALABU DR,,,,,
04921040,2013,1040 CROSS KEYS CT,2013/09/06 00:00:00.000000000,Housing,Invalid Complaint,2013/12/26 00:00:00.000000000,Y,1040 CROSS KEYS CT,,,,,
09380730#12-4,2013,730 HILL RISE CT,2013/09/12 00:00:00.000000000,Housing,Invalid Complaint,2013/09/13 00:00:00.000000000,Y,730 HILL RISE CT,,,,,
14120803#1-2,2013,803 OAK HILL DR #1,2013/09/16 00:00:00.000000000,Housing,Invalid Complaint,2013/09/23 00:00:00.000000000,Y,803 OAK HILL DR,,,,,
16800341-2,2013,341 SCOTT ST,2013/09/18 00:00:00.000000000,Housing,Invalid Complaint,2013/09/20 00:00:00.000000000,Y,341 SCOTT ST,,,,,
14680219#1501-2,2013,219 PATCHEN DR #1501,2013/09/25 00:00:00.000000000,Housing,Invalid Complaint,2013/09/30 00:00:00.000000000,Y,219 PATCHEN DR,,,,,
07201915,2013,1915 FONTAINE RD,2013/10/17 00:00:00.000000000,Housing,Invalid Complaint,2013/10/18 00:00:00.000000000,Y,1915 FONTAINE RD,,,,,
10111760#K8,2013,1760 JENNIFER RD #K8,2013/11/11 00:00:00.000000000,Housing,Invalid Complaint,2013/11/14 00:00:00.000000000,Y,1760 JENNIFER RD,,,,,
04551167-3,2013,1167 COMMERCIAL DR (AKA 1161 COMMERCIAL DR),2013/11/18 00:00:00.000000000,Housing,Invalid Complaint,2013/11/21 00:00:00.000000000,Y,1167 COMMERCIAL DR,,,,,
19601724EMER#A101,2013,1724 VERSAILLES RD #A101,2013/12/09 00:00:00.000000000,Housing,Invalid Complaint,2013/12/11 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
07844130#L6,2013,4130 GEORGETOWN ST LOT# L6,2013/12/12 00:00:00.000000000,Housing,Invalid Complaint,2013/12/12 00:00:00.000000000,Y,4130 GEORGETOWN ST,,,,,
35142565,2013,2565 MACKENZIE LN,2013/12/30 00:00:00.000000000,Housing,Invalid Complaint,2014/01/03 00:00:00.000000000,Y,2565 MACKENZIE LN,,,,,
16900108,2014,108 E SEVENTH ST,2014/01/22 00:00:00.000000000,Housing,Invalid Complaint,2014/01/22 00:00:00.000000000,Y,108 E SEVENTH ST,,,,,
00231565-2,2014,1565 ALEXANDRIA DR,2014/01/24 00:00:00.000000000,Housing,Invalid Complaint,2014/01/29 00:00:00.000000000,Y,1565 ALEXANDRIA DR,,,,,
20671218#43-2,2014,1218 WINBURN #43 (AKA 1750 MCCULLOUGH DR),2014/01/29 00:00:00.000000000,Housing,Invalid Complaint,2014/02/14 00:00:00.000000000,Y,1218 WINBURN,,,,,
13080527#F,2014,527 MICHIGAN ST #F,2014/01/30 00:00:00.000000000,Housing,Invalid Complaint,2014/02/14 00:00:00.000000000,Y,527 MICHIGAN ST,,,,,
07702070#103,2014,2070 GARDEN SPRINGS DR #103,2014/02/03 00:00:00.000000000,Housing,Invalid Complaint,2014/02/10 00:00:00.000000000,Y,2070 GARDEN SPRINGS DR,,,,,
00231249#B,2014,1249 ALEXANDRIA DR #B,2014/02/05 00:00:00.000000000,Housing,Invalid Complaint,2014/02/17 00:00:00.000000000,Y,1249 ALEXANDRIA DR,,,,,
20671053#79,2014,1053 WINBURN DR #79,2014/02/06 00:00:00.000000000,Housing,Invalid Complaint,2014/02/21 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
03042021#43,2014,2021 CAMBRIDGE DR #43,2014/02/26 00:00:00.000000000,Housing,Invalid Complaint,2014/03/04 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
03130344-2,2014,344 CAMPSIE PL,2014/03/11 00:00:00.000000000,Housing,Invalid Complaint,2014/03/12 00:00:00.000000000,Y,344 CAMPSIE PL,,,,,
03740803,2014,803 CHARLES AVE,2014/04/09 00:00:00.000000000,Housing,Invalid Complaint,2014/04/10 00:00:00.000000000,Y,803 CHARLES AVE,,,,,
21340144,2014,144 ZANDALE DR,2014/04/23 00:00:00.000000000,Housing,Invalid Complaint,2014/04/24 00:00:00.000000000,Y,144 ZANDALE DR,,,,,
19601724#112,2014,1724 VERSAILLES RD #112,2014/05/12 00:00:00.000000000,Housing,Invalid Complaint,2014/05/14 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
19601724#112-2,2014,1724 VERSAILLES RD #112,2014/05/27 00:00:00.000000000,Housing,Invalid Complaint,2014/05/29 00:00:00.000000000,Y,1724 VERSAILLES RD,,,,,
14200622-5,2014,622 OHIO ST,2014/06/04 00:00:00.000000000,Housing,Invalid Complaint,2014/06/05 00:00:00.000000000,Y,622 OHIO ST,,,,,
01573851-2,2014,3851 BELLEAU WOOD DR,2014/06/05 00:00:00.000000000,Housing,Invalid Complaint,2014/06/06 00:00:00.000000000,Y,3851 BELLEAU WOOD DR,,,,,
07511296358,2014,358 FREEMAN DR,2014/06/11 00:00:00.000000000,Housing,Invalid Complaint,2014/06/16 00:00:00.000000000,Y,358 FREEMAN DR,,,,,
11601118,2014,1118 LIBERTY RD,2014/06/17 00:00:00.000000000,Housing,Invalid Complaint,2014/06/18 00:00:00.000000000,Y,1118 LIBERTY RD,,,,,
22500570-2,2014,570 QUIN SHEARER CT,2014/07/01 00:00:00.000000000,Housing,Invalid Complaint,2014/07/14 00:00:00.000000000,Y,570 QUIN SHEARER CT,,,,,
17470480-2,2014,480 SOUTHLAND DR,2014/07/08 00:00:00.000000000,Housing,Invalid Complaint,2014/07/10 00:00:00.000000000,Y,480 SOUTHLAND DR,,,,,
32011820,2014,1820 KILKENNY CT,2014/07/08 00:00:00.000000000,Housing,Invalid Complaint,2014/07/15 00:00:00.000000000,Y,1820 KILKENNY CT,,,,,
32011821-2,2014,1821 KILKENNY CT,2014/07/08 00:00:00.000000000,Housing,Invalid Complaint,2014/07/16 00:00:00.000000000,Y,1821 KILKENNY CT,,,,,
12781760#21,2014,1760 MCCULLOUGH DR,2014/07/21 00:00:00.000000000,Housing,Invalid Complaint,2014/07/22 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
13841098-2,2014,1098 E NEW CIRCLE RD,2014/07/21 00:00:00.000000000,Housing,Invalid Complaint,2014/07/25 00:00:00.000000000,Y,1098 E NEW CIRCLE RD,,,,,
13841079,2014,1079 E NEW CIRCLE RD,2014/07/28 00:00:00.000000000,Housing,Invalid Complaint,2014/07/29 00:00:00.000000000,Y,1079 E NEW CIRCLE RD,,,,,
19661268#317,2014,1268 VILLAGE DR#317,2014/07/28 00:00:00.000000000,Housing,Invalid Complaint,2014/08/05 00:00:00.000000000,Y,1268 VILLAGE DR,,,,,
17010440,2014,440 SHAWNEE AVE,2014/07/31 00:00:00.000000000,Housing,Invalid Complaint,2014/08/01 00:00:00.000000000,Y,440 SHAWNEE AVE,,,,,
19601500-4,2014,1500 VERSAILLES RD,2014/07/31 00:00:00.000000000,Housing,Invalid Complaint,2014/08/06 00:00:00.000000000,Y,1500 VERSAILLES RD,,,,,
10600490,2014,490 KENTON ST,2014/08/01 00:00:00.000000000,Housing,Invalid Complaint,2014/08/04 00:00:00.000000000,Y,490 KENTON ST,,,,,
06280802,2014,802 EDMOND ST,2014/08/14 00:00:00.000000000,Housing,Invalid Complaint,2014/08/18 00:00:00.000000000,Y,802 EDMOND ST,,,,,
10111742#5,2014,1742 JENNIFER RD,2014/08/25 00:00:00.000000000,Housing,Invalid Complaint,2014/09/17 00:00:00.000000000,Y,1742 JENNIFER RD,,,,,
12270736-9,2014,736 W MAIN ST,2014/09/09 00:00:00.000000000,Housing,Invalid Complaint,2014/09/16 00:00:00.000000000,Y,736 W MAIN ST,,,,,
03910570,2014,570 CHESTNUT ST,2014/09/15 00:00:00.000000000,Housing,Invalid Complaint,2014/09/15 00:00:00.000000000,Y,570 CHESTNUT ST,,,,,
20671053#142-2,2014,1053 WINBURN DR,2014/09/16 00:00:00.000000000,Housing,Invalid Complaint,2014/09/22 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
20671053#93,2014,1053 WINBURN DR #93,2014/09/16 00:00:00.000000000,Housing,Invalid Complaint,2014/09/30 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
10111756W2,2014,1756 JENNIFER RD,2014/09/26 00:00:00.000000000,Housing,Invalid Complaint,2014/10/14 00:00:00.000000000,Y,1756 JENNIFER RD,,,,,
12781760#17,2014,1760 MCCULLOUGH DR#17,2014/09/29 00:00:00.000000000,Housing,Invalid Complaint,2014/10/30 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
04150226,2014,226 CLAY AVE,2014/10/01 00:00:00.000000000,Housing,Invalid Complaint,2015/01/23 00:00:00.000000000,Y,226 CLAY AVE,,,,,
12781760#19-2,2014,1760 MCCULLOUGH DR#19,2014/10/16 00:00:00.000000000,Housing,Invalid Complaint,2014/11/03 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
10010725-2,2014,725 JACKSON ST,2014/11/13 00:00:00.000000000,Housing,Invalid Complaint,2014/11/17 00:00:00.000000000,Y,725 JACKSON ST,,,,,
10010723-2,2014,723 JACKSON ST,2014/11/13 00:00:00.000000000,Housing,Invalid Complaint,2014/11/19 00:00:00.000000000,Y,723 JACKSON ST,,,,,
14680516#516-3,2014,516 PATCHEN DR #516,2014/11/18 00:00:00.000000000,Housing,Invalid Complaint,2014/11/19 00:00:00.000000000,Y,516 PATCHEN DR,,,,,
24492602,2014,2602 CHANT CT,2014/12/16 00:00:00.000000000,Housing,Invalid Complaint,2014/12/17 00:00:00.000000000,Y,2602 CHANT CT,,,,,
14840403,2014,403 PENNSYLVANIA AVE,2014/12/30 00:00:00.000000000,Housing,Invalid Complaint,2014/12/30 00:00:00.000000000,Y,403 PENNSYLVANIA AVE,,,,,
14840413-2,2014,413 PENNSYLVANIA AVE,2014/12/30 00:00:00.000000000,Housing,Invalid Complaint,2014/12/30 00:00:00.000000000,Y,413 PENNSYLVANIA AVE,,,,,
04352400#6A,2015,2400 CODELL DR #6A,2015/01/06 00:00:00.000000000,Housing,Invalid Complaint,2015/01/07 00:00:00.000000000,Y,2400 CODELL DR,,,,,
03042021#20,2015,2021 CAMBRIDGE DR#20,2015/01/12 00:00:00.000000000,Housing,Invalid Complaint,2015/01/16 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
03041972-4,2015,1972 CAMBRIDGE DR,2015/01/12 00:00:00.000000000,Housing,Invalid Complaint,2015/01/20 00:00:00.000000000,Y,1972 CAMBRIDGE DR,,,,,
12781760#23,2015,1760 MCCULLOUGH DR#23,2015/01/27 00:00:00.000000000,Housing,Invalid Complaint,2015/02/09 00:00:00.000000000,Y,1760 MCCULLOUGH DR,,,,,
12300137#313,2015,137 MALABU DR#313,2015/01/29 00:00:00.000000000,Housing,Invalid Complaint,2015/01/30 00:00:00.000000000,Y,137 MALABU DR,,,,,
17300620,2015,620 E SIXTH ST,2015/02/02 00:00:00.000000000,Housing,Invalid Complaint,2015/02/03 00:00:00.000000000,Y,620 E SIXTH ST,,,,,
19601427-2,2015,1427 VERSAILLES RD,2015/02/04 00:00:00.000000000,Housing,Invalid Complaint,2015/02/04 00:00:00.000000000,Y,1427 VERSAILLES RD,,,,,
19601423#11,2015,1423 VERSAILLES RD#11,2015/02/13 00:00:00.000000000,Housing,Invalid Complaint,2015/02/19 00:00:00.000000000,Y,1423 VERSAILLES RD,,,,,
10111724#H3,2015,1724 JENNIFER RD #H3,2015/02/19 00:00:00.000000000,Housing,Invalid Complaint,2015/02/24 00:00:00.000000000,Y,1724 JENNIFER RD,,,,,
00302034#3-2,2015,2034 ALTAMONT CT#3,2015/02/24 00:00:00.000000000,Housing,Invalid Complaint,2015/02/25 00:00:00.000000000,Y,2034 ALTAMONT CT,,,,,
17630403,2015,403 SPRING ST,2015/02/23 00:00:00.000000000,Housing,Complaint Received,2015/02/23 00:00:00.000000000,N,403 SPRING ST,,,,,
12300145#113B,2015,145 MALABU DR#113B,2015/02/24 00:00:00.000000000,Housing,Complaint Received,2015/02/24 00:00:00.000000000,N,145 MALABU DR,,,,,
33680047-2,2015,47 QUEEN AVE,2015/02/25 00:00:00.000000000,Housing,Complaint Received,2015/02/25 00:00:00.000000000,N,47 QUEEN AVE,,,,,
35142509#3-2,2015,2509 MACKENZIE LN#3,2015/02/25 00:00:00.000000000,Housing,Complaint Received,2015/02/25 00:00:00.000000000,N,2509 MACKENZIE LN,,,,,
12300145#312,2015,145 MALABU DR#312,2015/02/27 00:00:00.000000000,Housing,Complaint Received,2015/02/27 00:00:00.000000000,N,145 MALABU DR,,,,,
19661268#211,2015,1268 VILLAGE DR#211,2015/02/27 00:00:00.000000000,Housing,Complaint Received,2015/02/27 00:00:00.000000000,N,1268 VILLAGE DR,,,,,
12270273-2,2015,273 W MAIN ST,2015/02/27 00:00:00.000000000,Housing,Complaint Received,2015/02/27 00:00:00.000000000,N,273 W MAIN ST,,,,,
11670565#202,2015,565 S LIMESTONE#202,2015/03/03 00:00:00.000000000,Housing,Complaint Received,2015/03/03 00:00:00.000000000,N,565 S LIMESTONE,,,,,
02511064,2015,1064 S BROADWAY,2015/03/03 00:00:00.000000000,Housing,Complaint Received,2015/03/03 00:00:00.000000000,N,1064 S BROADWAY,,,,,
19440672-7,2015,672 N UPPER ST,2015/03/03 00:00:00.000000000,Housing,Complaint Received,2015/03/03 00:00:00.000000000,N,672 N UPPER ST,,,,,
20671053#61,2011,1053 WINBURN DR#61 AKA 1037-1085 WINBURN DR,2011/01/03 00:00:00.000000000,Housing,Closed Out,2011/02/17 00:00:00.000000000,Y,1053 WINBURN DR,,,,,
02507441/2#2CONDEM,2011,744 1/2 N BROADWAY#2 AKA 742 N BROADWAY,2011/01/03 00:00:00.000000000,Housing,Closed Out,2011/04/06 00:00:00.000000000,Y,744 1/2 N BROADWAY,,,,,
09553365#23,2011,3365 HOLWYN RD #23,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#13,2011,3365 HOLWYN RD #13,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#14,2011,3365 HOLWYN RD #14,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#15,2011,3365 HOLWYN RD #15,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#17,2011,3365 HOLWYN RD #17,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#18,2011,3365 HOLWYN RD #18,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#19,2011,3365 HOLWYN RD #19,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#20,2011,3365 HOLWYN RD #20,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#21,2011,3365 HOLWYN RD #21,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#22,2011,3365 HOLWYN RD #22,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553365#24,2011,3365 HOLWYN RD #24,2011/01/05 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
17661949,2011,1949 SPRING STATION DR AKA 1947-1949,2011/01/06 00:00:00.000000000,Housing,Closed Out,2011/03/01 00:00:00.000000000,Y,1949 SPRING STATION DR,,,,,
09553360#25,2011,3360 HOLWYN RD #25,2011/01/06 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#26,2011,3360 HOLWYN RD #26,2011/01/06 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#27,2011,3360 HOLWYN RD #27,2011/01/06 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
02840101,2011,101 BURLEY AVE,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,101 BURLEY AVE,,,,,
09553360#28,2011,3360 HOLWYN RD #28,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#29,2011,3360 HOLWYN RD #29,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#30,2011,3360 HOLWYN RD #30,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#31,2011,3360 HOLWYN RD #31,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#32,2011,3360 HOLWYN RD #32,2011/01/10 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
06381441-2,2011,1441 ELIZABETH ST,2011/01/11 00:00:00.000000000,Housing,Closed Out,2011/02/24 00:00:00.000000000,Y,1441 ELIZABETH ST,,,,,
09553365#16,2011,3365 HOLWYN RD #16,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/16 00:00:00.000000000,Y,3365 HOLWYN RD,,,,,
09553360#33-2,2011,3360 HOLWYN RD #33,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#34,2011,3360 HOLWYN RD #34,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/22 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#35,2011,3360 HOLWYN RD #35,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/24 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#36-2,2011,3360 HOLWYN RD #36,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/24 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#37,2011,3360 HOLWYN RD #37,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/23 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#38,2011,3360 HOLWYN RD #38,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/23 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
09553360#39,2011,3360 HOLWYN RD #39,2011/01/12 00:00:00.000000000,Housing,Closed Out,2011/02/23 00:00:00.000000000,Y,3360 HOLWYN RD,,,,,
17730381,2011,381 SQUIRES RD,2011/01/18 00:00:00.000000000,Housing,Closed Out,2011/01/21 00:00:00.000000000,Y,381 SQUIRES RD,,,,,
00921772#5-4,2011,1772 AUGUSTA CT#5,2011/01/18 00:00:00.000000000,Housing,Closed Out,2011/04/11 00:00:00.000000000,Y,1772 AUGUSTA CT,,,,,
14461911CONDEMALL,2011,1911 OXFORD CIR ALL UNITS & COMMON HALL,2011/02/04 00:00:00.000000000,Housing,Closed Out,2011/06/14 00:00:00.000000000,Y,1911 OXFORD CIR ALL UNITS &,,,,,
07650117,2011,117 GAINESWAY DR,2011/02/08 00:00:00.000000000,Housing,Closed Out,2011/03/16 00:00:00.000000000,Y,117 GAINESWAY DR,,,,,
12781750#29,2011,1750 MCCULLOUGH DR #29 AKA 1218 WINBURN DR,2011/02/15 00:00:00.000000000,Housing,Closed Out,2011/07/18 00:00:00.000000000,Y,1750 MCCULLOUGH DR,,,,,
11660155,2011,155 N LIMESTONE,2011/02/16 00:00:00.000000000,Housing,Closed Out,2011/07/21 00:00:00.000000000,Y,155 N LIMESTONE,,,,,
03042021#5,2011,2021 CAMBRIDGE DR #5 (AKA 2017-2025),2011/02/18 00:00:00.000000000,Housing,Closed Out,2011/03/22 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
12670263S,2011,263 E MAXWELL ST,2011/02/23 00:00:00.000000000,Housing,Closed Out,2011/05/11 00:00:00.000000000,Y,263 E MAXWELL ST,,,,,
05151814#2-3,2011,1814 DALTON CT #2,2011/02/24 00:00:00.000000000,Housing,Closed Out,2011/08/24 00:00:00.000000000,Y,1814 DALTON CT,,,,,
02510402,2011,402 S BROADWAY,2011/03/07 00:00:00.000000000,Housing,Closed Out,2011/11/01 00:00:00.000000000,Y,402 S BROADWAY,,,,,
17554350,2011,4350 SPEARS RD (AKA 5291 JACKS CREEK PIKE),2011/03/14 00:00:00.000000000,Housing,Closed Out,2011/04/26 00:00:00.000000000,Y,4350 SPEARS RD,,,,,
15291529-6,2011,1529 PORT ROYAL DR,2011/03/16 00:00:00.000000000,Housing,Closed Out,2011/10/12 00:00:00.000000000,Y,1529 PORT ROYAL DR,,,,,
02500555-4,2011,555 N BROADWAY  FENCE,2011/03/16 00:00:00.000000000,Housing,Closed Out,2011/10/12 00:00:00.000000000,Y,555 N BROADWAY  FENCE,,,,,
30900318,2011,318 HANOVER CT,2011/03/23 00:00:00.000000000,Housing,Closed Out,2011/07/14 00:00:00.000000000,Y,318 HANOVER CT,,,,,
33150203,2011,203 DALRAY ST,2011/03/29 00:00:00.000000000,Housing,Closed Out,2011/10/27 00:00:00.000000000,Y,203 DALRAY ST,,,,,
171002131/2,2011,213 1/2 SHERMAN AVE,2011/03/30 00:00:00.000000000,Housing,Closed Out,2011/04/22 00:00:00.000000000,Y,213 1/2 SHERMAN AVE,,,,,
38443352S,2011,3352 TAHOE DR,2011/03/31 00:00:00.000000000,Housing,Closed Out,2011/06/13 00:00:00.000000000,Y,3352 TAHOE DR,,,,,
10630414-6,2011,414 KENTUCKY AVE,2011/04/01 00:00:00.000000000,Housing,Closed Out,2011/08/31 00:00:00.000000000,Y,414 KENTUCKY AVE,,,,,
17102131/2EMER,2011,213 1/2 SHERMAN AVE,2011/04/01 00:00:00.000000000,Housing,Closed Out,2011/04/22 00:00:00.000000000,Y,213 1/2 SHERMAN AVE,,,,,
14380254CONDEM-2,2011,254 OSAGE CT BASEMENT,2011/04/06 00:00:00.000000000,Housing,Closed Out,2011/08/16 00:00:00.000000000,Y,254 OSAGE CT BASEMENT,,,,,
14680218#406,2011,218 PATCHEN DR #406 (AKA 200-240 PATCHEN DR),2011/04/07 00:00:00.000000000,Housing,Closed Out,2011/07/22 00:00:00.000000000,Y,218 PATCHEN DR,,,,,
09391700#12-2,2011,1700 HILL RISE DR#12,2011/04/11 00:00:00.000000000,Housing,Closed Out,2011/10/24 00:00:00.000000000,Y,1700 HILL RISE DR,,,,,
07360417EXT,2011,417 E FOURTH ST STAIRS & PRIVATE SIDEWALK,2011/04/12 00:00:00.000000000,Housing,Closed Out,2011/05/31 00:00:00.000000000,Y,417 E FOURTH ST STAIRS & PRIVATE SIDEWALK,,,,,
05470134-134 1/2,2011,134-134 1/2 DELMONT DR,2011/04/15 00:00:00.000000000,Housing,Closed Out,2011/08/08 00:00:00.000000000,Y,134 1/2 DELMONT DR,,,,,
05470148-148 1/2,2011,148-148 1/2 DELMONT DR,2011/04/15 00:00:00.000000000,Housing,Closed Out,2011/08/09 00:00:00.000000000,Y,148 1/2 DELMONT DR,,,,,
17102131/2CONDEM,2011,213 1/2 SHERMAN AVE,2011/04/22 00:00:00.000000000,Housing,Closed Out,2011/07/18 00:00:00.000000000,Y,213 1/2 SHERMAN AVE,,,,,
30850921,2011,921 CHINOE PL,2011/04/26 00:00:00.000000000,Housing,Closed Out,2011/09/16 00:00:00.000000000,Y,921 CHINOE PL,,,,,
09391696#10-2,2011,1696 HILL RISE DR #10,2011/05/03 00:00:00.000000000,Housing,Closed Out,2011/07/20 00:00:00.000000000,Y,1696 HILL RISE DR,,,,,
09830938S,2011,938 IDLEWILD CT,2011/05/06 00:00:00.000000000,Housing,Closed Out,2011/07/08 00:00:00.000000000,Y,938 IDLEWILD CT,,,,,
205421451/2,2011,2145 1/2 WILL FANT DR,2011/05/06 00:00:00.000000000,Housing,Closed Out,2011/06/22 00:00:00.000000000,Y,2145 1/2 WILL FANT DR,,,,,
12670351S,2011,351 E MAXWELL ST,2011/05/09 00:00:00.000000000,Housing,Closed Out,2011/07/19 00:00:00.000000000,Y,351 E MAXWELL ST,,,,,
24492626,2011,2626 CHANT CT AKA 200 ALSAB CT,2011/05/12 00:00:00.000000000,Housing,Closed Out,2011/07/12 00:00:00.000000000,Y,2626 CHANT CT,,,,,
07030119-2,2011,119 W FIFTH ST AKA 121 W FIFTH ,2011/05/16 00:00:00.000000000,Housing,Closed Out,2011/07/07 00:00:00.000000000,Y,119 W FIFTH ST,,,,,
16800322-324-328,2011,322-324-328 SCOTT ST,2011/05/18 00:00:00.000000000,Housing,Closed Out,2012/05/23 00:00:00.000000000,Y,322-328 SCOTT ST,,,,,
00931839#2,2011,1839 AUGUSTA DR#2 AKA 1831-1843 AUGUSTA DR,2011/05/18 00:00:00.000000000,Housing,Closed Out,2011/08/19 00:00:00.000000000,Y,1839 AUGUSTA DR,,,,,
19450387,2011,387 S UPPER ST (AKA 389 S UPPER ST #2),2011/05/20 00:00:00.000000000,Housing,Closed Out,2011/10/19 00:00:00.000000000,Y,387 S UPPER ST,,,,,
16800341S,2011,341 SCOTT ST,2011/05/26 00:00:00.000000000,Housing,Closed Out,2012/07/13 00:00:00.000000000,Y,341 SCOTT ST,,,,,
