PermitNo,Address,SubmitDate,IssueDate,StartDate,CompleteDate,Name,PermitType,TypeOfWork,LaneBlockage,CleanAddress,MatchAddress,MatchType,parcelId,lat,lng
 20792,211 IDLE HOUR DR,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/12 00:00:00.000000000,2011/01/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,211 IDLE HOUR DR,211 IDLE HOUR DR,Exact Parcel,15968900,-84.46462147,38.0249804
 20793,196 IDLE HOUR DR,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/12 00:00:00.000000000,2011/01/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,196 IDLE HOUR DR,196 IDLE HOUR DR,Exact Parcel,16197300,-84.4646741,38.02388018
 20794,922 AURORA AVE,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/12 00:00:00.000000000,2011/05/02 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,922 AURORA AVE,922 AURORA AVE,Exact Parcel,14854050,-84.4772934,38.0365371
 20795,298 IDLE HOUR DR,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/12 00:00:00.000000000,2011/01/14 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,298 IDLE HOUR DR,298 IDLE HOUR DR,Exact Parcel,10534400,-84.45985136,38.02732851
 20796,310 IDLE HOUR DR,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/12 00:00:00.000000000,2011/01/14 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,310 IDLE HOUR DR,310 IDLE HOUR DR,Exact Parcel,12861250,-84.45950802,38.02824143
 20798,395 S LIMESTONE,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/02/17 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,No,395 S LIMESTONE,395 S LIMESTONE,Exact Parcel,14283700,-84.50396497,38.04185594
 20799,1708 SILVER LN,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,No,1708 SILVER LN,1708 SILVER LN,Exact Parcel,55017350,-84.46882651,38.07655935
 20800,3990 NORTHAMPTON DR,2011/01/14 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/13 00:00:00.000000000,2011/01/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3990 NORTHAMPTON DR,3990 NORTHAMPTON DR,Exact Parcel,25287800,-84.51517526,37.97443719
 20801,1243 DEVONPORT DR,2011/01/14 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/01/13 00:00:00.000000000,2011/02/03 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1243 DEVONPORT DR,1243 DEVONPORT DR,Exact Parcel,13839601,-84.55406726,38.05248226
 20802,2008 RANGE CT,2011/01/14 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/13 00:00:00.000000000,2011/02/03 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,2008 RANGE CT,2008 RANGE CT,Exact Parcel,10435500,-84.43749412,38.05968594
 20803,364 LIMA DR,2011/01/14 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/13 00:00:00.000000000,2011/02/03 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,364 LIMA DR,364 LIMA DR,Exact Parcel,10275450,-84.51298155,38.07355148
 20805,732 W MAIN ST,2011/01/17 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/14 00:00:00.000000000,2011/02/04 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,732 W MAIN ST,732 W MAIN ST,Exact Parcel,4037950,-84.50599816,38.05333668
 20806,1013 ALBERT LN,2011/01/17 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/15 00:00:00.000000000,2011/02/05 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1013 ALBERT LN,1013 ALBERT LN,Exact Parcel,24816555,-84.56018937,37.97807938
 20807,113 JEFFERSON ST,2011/01/17 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,113 JEFFERSON ST,113 JEFFERSON ST,Exact Parcel,12435555,-84.5027823,38.05223126
 20808,1310 RICHMOND RD,2011/01/18 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/17 00:00:00.000000000,2011/02/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1310 RICHMOND RD,1310 RICHMOND RD,Exact Parcel,17032400,-84.47974439,38.0304756
 20809,4070 VICTORIA WAY,2011/01/18 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/17 00:00:00.000000000,2011/02/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,4070 VICTORIA WAY,4070 VICTORIA WAY,Exact Parcel,25518950,-84.52379663,37.97118026
 20810,593 FOLKSTONE DR,2011/01/18 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/17 00:00:00.000000000,2011/02/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,593 FOLKSTONE DR,593 FOLKSTONE DR,Exact Parcel,15473353,-84.46198682,37.9979341
 20813,648 WELLINGTON WAY,2011/01/18 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/03/15 00:00:00.000000000,2011/04/30 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,648 WELLINGTON WAY,648 WELLINGTON WAY,Exact Parcel,25138800,-84.54835759,38.00176544
 20831,404 LAKESHORE DR,2011/01/19 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/17 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,404 LAKESHORE DR,404 LAKESHORE DR,Exact Parcel,15823800,-84.47261039,38.01403985
 20832,244 ST MARGARET DR,2011/01/19 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/17 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,244 ST MARGARET DR,244 ST MARGARET DR,Exact Parcel,16909400,-84.46094197,38.02512344
 20833,3408 FLINTRIDGE CIR,2011/01/19 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/18 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Installation,Repair,No,3408 FLINTRIDGE CIR,3408 FLINTRIDGE CIR,Exact Parcel,12767750,-84.51513276,37.99242179
 20836,741 TROY TRL,2011/01/20 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,741 TROY TRL,741 TROY TRL,Exact Parcel,20014330,-84.50364123,37.9703893
 20837,744 PINE ST,2011/01/20 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/02/09 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,744 PINE ST,744 PINE ST,Exact Parcel,15502900,-84.50937261,38.04861723
 20861,1669 OLD PARIS RD,2011/01/20 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/19 00:00:00.000000000,2011/04/09 00:00:00.000000000,Columbia Gas,Street Cut,Repair,Yes,1669 OLD PARIS RD,1669 OLD PARIS RD,Exact Parcel,23405400,-84.46713977,38.06806247
 20824,2117 FONTAINE RD,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/05/02 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,2117 FONTAINE RD,2117 FONTAINE RD,Exact Parcel,17185450,-84.46753895,38.01797841
 20825,400 HOLLOW CREEK RD,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/17 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,400 HOLLOW CREEK RD,400 HOLLOW CREEK RD,Exact Parcel,13029150,-84.47643126,38.0728808
 20826,1847 MERCER RD,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/17 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,1847 MERCER RD,1847 MERCER RD,Exact Parcel,11748655,-84.52929556,38.07784069
 20827,432 ROGERS RD,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/17 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,432 ROGERS RD,432 ROGERS RD,Exact Parcel,15085125,-84.45112324,38.08196512
 20828,2376 SIR BARTON WAY,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/17 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,2376 SIR BARTON WAY,2376 SIR BARTON WAY,Exact Parcel,38077970,-84.42081957,38.02680156
 20829,1093 WINBURN DR,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/17 00:00:00.000000000,Miscellaneous,Installation,New Construction,No,1093 WINBURN DR,1093 WINBURN DR,Exact Parcel,19334470,-84.47719117,38.08950145
 20838,292 MOCKINGBIRD LN,2011/01/20 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/02/03 00:00:00.000000000,2011/02/24 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,292 MOCKINGBIRD LN,292 MOCKINGBIRD LN,Exact Parcel,45494501,-84.52075984,38.0280859
 20840,204 E LOUDON AVE,2011/01/20 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/02/03 00:00:00.000000000,2011/02/24 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,204 E LOUDON AVE,204 E LOUDON AVE,Exact Parcel,14317350,-84.47889079,38.05450822
 20864,436 PRICE RD,2011/01/21 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/10 00:00:00.000000000,Columbia Gas,Installation,Maintenance,No,436 PRICE RD,436 PRICE RD,Exact Parcel,16951400,-84.50745305,38.06856543
 20841,1280 KASTLE RD,2011/01/21 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/04/30 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,1280 KASTLE RD,1280 KASTLE RD,Exact Parcel,14051900,-84.49812631,38.02123199
 20843,541 COLUMBIA AVE,2011/01/21 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/10 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,541 COLUMBIA AVE,541 COLUMBIA AVE,Exact Parcel,12702800,-84.49762864,38.03156666
 20865,451 HARBISON RD,2011/01/21 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/20 00:00:00.000000000,2011/02/10 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,451 HARBISON RD,451 HARBISON RD,Exact Parcel,10128800,-84.52525943,38.07959241
 20844,4644 SARON DR,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/21 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4644 SARON DR,4644 SARON DR,Exact Parcel,20029110,-84.49258757,37.95280526
 20845,4640 SARON DR,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/21 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4640 SARON DR,4640 SARON DR,Exact Parcel,20029100,-84.49264932,37.95296741
 20866,135 BRADLEY LN,2011/01/24 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/21 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,135 BRADLEY LN,135 BRADLEY LN,Exact Parcel,20296050,-84.566589,38.09653307
 20846,296 PICADOME PARK,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/21 00:00:00.000000000,2011/02/11 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,296 PICADOME PARK,296 PICADOME PARK,Exact Parcel,23763500,-84.52540082,38.02163838
 20867,460 PARKWAY DR,2011/01/24 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/23 00:00:00.000000000,2011/04/13 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,460 PARKWAY DR,460 PARKWAY DR,Exact Parcel,20770200,-84.52433521,38.0355712
 20847,202 ENGMAN AVE,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/02/04 00:00:00.000000000,2011/02/25 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,202 ENGMAN AVE,202 ENGMAN AVE,Exact Parcel,16385340,-84.48596676,38.05145438
 20848,4668 WINDSTAR WAY,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/06/01 00:00:00.000000000,Delta Gas,Annual General Permit,Maintenance,No,4668 WINDSTAR WAY,4668 WINDSTAR WAY,Exact Parcel,38153170,-84.51655827,37.95909144
 20849,498 HOLLYHILL DR,2011/01/24 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/01/28 00:00:00.000000000,Kentucky Utilities,Annual General Permit,Maintenance,No,498 HOLLYHILL DR,498 HOLLYHILL DR,Exact Parcel,11040400,-84.5324047,38.01469349
 20868,534 HOLLOW CREEK RD,2011/01/25 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/02/14 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,534 HOLLOW CREEK RD,534 HOLLOW CREEK RD,Exact Parcel,13789800,-84.48094252,38.07572992
 20851,4600 SARON DR,2011/01/25 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4600 SARON DR,4600 SARON DR,Exact Parcel,20029010,-84.49423361,37.95454497
 20852,3350 TISDALE DR,2011/01/25 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Installation,Repair,No,3350 TISDALE DR,3350 TISDALE DR,Exact Parcel,22357215,-84.54770907,37.99058421
 20870,639 WELLS CT,2011/01/25 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/24 00:00:00.000000000,2011/08/14 00:00:00.000000000,Columbia Gas,Installation,Repair,No,639 WELLS CT,639 WELLS CT,Exact Parcel,11235150,-84.46609773,38.0842497
 20871,1064 HUDSON AVE,2011/01/25 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/08 00:00:00.000000000,2011/03/01 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,1064 HUDSON AVE,1064 HUDSON AVE,Exact Parcel,46346200,-84.50702776,38.0893858
 20872,160 LEESWAY DR,2011/01/25 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/08 00:00:00.000000000,2011/03/29 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,160 LEESWAY DR,160 LEESWAY DR,Exact Parcel,42446000,-84.54989745,38.08466472
 20830,1200 N BROADWAY,2011/01/26 00:00:00.000000000,2011/01/26 00:00:00.000000000,2011/01/26 00:00:00.000000000,2011/07/20 00:00:00.000000000,Contractor,Installation,New Construction,No,1200 N BROADWAY,1200 N BROADWAY,Exact Parcel,12585000,-84.4796515,38.06269943
 20853,137 SYCAMORE RD,2011/01/26 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/25 00:00:00.000000000,2011/04/30 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,137 SYCAMORE RD,137 SYCAMORE RD,Exact Parcel,16000500,-84.48184829,38.02927359
 20854,4412 SHAGBARK CT,2011/01/26 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/25 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4412 SHAGBARK CT,4412 SHAGBARK CT,Exact Parcel,20053230,-84.49422756,37.9648204
 20855,4413 SHAGBARK CT,2011/01/26 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/25 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4413 SHAGBARK CT,4413 SHAGBARK CT,Exact Parcel,20053220,-84.49460725,37.964737
 20857,4612 SARON DR,2011/01/26 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/25 00:00:00.000000000,2011/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,4612 SARON DR,4612 SARON DR,Exact Parcel,20029040,-84.49357621,37.95419672
 20858,401 W MAIN ST,2011/01/26 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/07/11 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Repair,Yes,401 W MAIN ST,401 W MAIN ST,Exact Parcel,13802900,-84.50001784,38.04959605
 20875,2043 OLD NASSAU RD,2011/01/26 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/02/21 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Repair,Yes,2043 OLD NASSAU RD,2043 OLD NASSAU RD,Exact Parcel,15237450,-84.55889145,38.03278863
 20876,2059-2063 GEORGIAN WAY,2011/01/26 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Repair,Yes,2059 GEORGIAN WAY,2059 GEORGIAN WAY,Exact Parcel,15542700,-84.55722083,38.03283594
 20877,2079 GEORGIAN WAY,2011/01/26 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Repair,Yes,2079 GEORGIAN WAY,2079 GEORGIAN WAY,Exact Parcel,17051100,-84.55792881,38.03154568
 20878,2225 JASMINE DR,2011/01/27 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/16 00:00:00.000000000,2011/03/09 00:00:00.000000000,Columbia Gas,Annual General Permit,Add or Change Equipment,No,2225 JASMINE DR,2225 JASMINE DR,Exact Parcel,15186800,-84.55036542,38.02508251
 20859,4057 MOONCOIN WAY,2011/01/27 00:00:00.000000000,2011/01/31 00:00:00.000000000,2011/02/09 00:00:00.000000000,2011/03/02 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,4057 MOONCOIN WAY,4057 MOONCOIN WAY,Exact Parcel,38214770,-84.5200468,37.97041466
 20879,979 JAIRUS DR,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,979 JAIRUS DR,979 JAIRUS DR,Exact Parcel,20022680,-84.49550445,37.95932499
 20880,3817 WEM DR,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3817 WEM DR,3817 WEM DR,Exact Parcel,24032900,-84.51853275,37.97610288
 20881,233 LEAWOOD DR,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Installation,Repair,No,233 LEAWOOD DR,233 LEAWOOD DR,Exact Parcel,56224050,-84.51503502,37.99693297
 20882,495 ASBURY LN,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/02/17 00:00:00.000000000,Columbia Gas,Installation,Repair,No,495 ASBURY LN,495 ASBURY LN,Exact Parcel,12950150,-84.47813613,38.07995135
 20883,3486 BRUNSWICK RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/11 00:00:00.000000000,2011/03/04 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,No,3486 BRUNSWICK RD,3486 BRUNSWICK RD,Exact Parcel,22645350,-84.54473325,37.98637799
 20884,1218 S BROADWAY,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/27 00:00:00.000000000,2011/06/17 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,1218 S BROADWAY,1218 S BROADWAY,Exact Parcel,CONDO,-84.5198418,38.03501046
 20889,702-796 DELLA DR,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/18 00:00:00.000000000,2011/04/15 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,702 DELLA DR,702 DELLA DR,Exact Parcel,23333400,-84.53075534,38.029961
 20890,703-794 CHERYL LN,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/11 00:00:00.000000000,2011/04/15 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,703 CHERYL LN,703 CHERYL LN,Exact Parcel,26814700,-84.53126349,38.02974904
 20891,700-816 LYNN RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/05/04 00:00:00.000000000,2011/07/28 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,700 LYNN RD,700 LYNN RD,Exact Parcel,21498300,-84.53228489,38.02859392
 20893,705-795 ALLENDALE DR,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/08/15 00:00:00.000000000,2011/09/23 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,705 ALLENDALE DR,705 ALLENDALE DR,Exact Parcel,16541000,-84.53416449,38.02758115
 20894,1041 FONTAINE RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/11 00:00:00.000000000,2011/03/04 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,1041 FONTAINE RD,1041 FONTAINE RD,Exact Parcel,15392600,-84.48818351,38.02905655
 20895,1759-1787 HARRODSBURG RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/07/01 00:00:00.000000000,2011/07/28 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,1759 HARRODSBURG RD,1759 HARRODSBURG RD,Exact Parcel,26344950,-84.5298584,38.03030621
 20896,1883-1913 HARRODSBURG RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/07/01 00:00:00.000000000,2011/07/28 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,1883 HARRODSBURG RD,1883 HARRODSBURG RD,Exact Parcel,26873799,-84.53134981,38.02923398
 20897,1900-1976 HARRODSBURG RD,2011/01/28 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/02/11 00:00:00.000000000,2011/09/09 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,1900 HARRODSBURG RD,1900 HARRODSBURG RD,Exact Parcel,25848000,-84.53150717,38.02815227
 20898,901 TABORLAKE CT,2011/01/31 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,901 TABORLAKE CT,901 TABORLAKE CT,Exact Parcel,10036000,-84.46962339,37.99651439
 20899,3608 WINDFAIR LN,2011/01/31 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/01 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3608 WINDFAIR LN,3608 WINDFAIR LN,Exact Parcel,20043990,-84.46530172,37.96158733
 20900,103 VENICE PARK,2011/01/31 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,Columbia Gas,Installation,Repair,No,103 VENICE PARK,103 VENICE PARK,Exact Parcel,21557700,-84.52398308,38.01937218
 20901,"3289, 3293 CARRIAGE LN",2011/01/31 00:00:00.000000000,2011/02/02 00:00:00.000000000,2011/01/28 00:00:00.000000000,2011/02/18 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,3289 CARRIAGE LN,3289 CARRIAGE LN,Exact Parcel,13620861,-84.46522926,37.98556741
